Used,variable_2014,description_2014,topic_2014,variable_2008,description_2008,topic_2008,Used
,RREL7,Monthly household relationship to person,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL8,Monthly household relationship to person,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL9,Monthly household relationship to person,Demographics,*** NO MATCH AVAILABLE ***,,,
,RRELIG,Frequency attending religious services with child 6-17,Adult and Child Well Being,ERELIG,How often child goes to religious event,Child Well-Being,
,RREL_PNUM1,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM10,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM11,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM12,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM13,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM14,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM15,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM16,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM17,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM18,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM19,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM2,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM20,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM21,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM22,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM23,Suppressed,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM24,Suppressed,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM25,Suppressed,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM26,Suppressed,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM27,Suppressed,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM28,Suppressed,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM29,Suppressed,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM3,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM30,Suppressed,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM4,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM5,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM6,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM7,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM8,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREL_PNUM9,Person number for monthly relationship,Demographics,*** NO MATCH AVAILABLE ***,,,
,RREPGRD,Child repeated grade,Adult and Child Well Being,EREPGRAD,Has child repeated grades,Child Well-Being,
,RSELF,Child is cared for by parent while working,Child and Dependent Care,ECKD02A,Arrangement of parent or guardian,Child Care,
,RSIB15,Child is cared for by sibling 15 and older,Child and Dependent Care,ECKD03A,Arrangement of sibling age 15 or older,Child Care,
,RSPORT,Child plays sports,Adult and Child Well Being,ESPORTEA,Is child on a sports team,Child Well-Being,
,RSSICOV,SSI coverage at any time during reference year,Programs,RCUTYP03,Federal SSI coverage flag,Coverage,
,RSSI_CONTFLG,Recode variable indicating the continuation status of spells with ESSI_EMONTH = 12,Programs,*** NO MATCH AVAILABLE ***,,,
,RTANFCOV,TANF coverage at any time during reference year,Programs,RCUTYP20,Public assistance payments program coverage flag,Coverage,
,RTANFYN,Recoded variable indicating whether respondent is covered by the TANF benefit in this month,Programs,ER20,Receipt of public assistance payments (ISS Code 20),General Income,
,RTANF_CONTFLG,Recode variable indicating the continuation status of spells with ETANF_EMONTH = 12,Programs,*** NO MATCH AVAILABLE ***,,,
,RWICCOV,WIC coverage at any time during reference year,Programs,RCUTYP25,WIC coverage flag,Coverage,
,RWICYN,Recoded variable indicating whether respondent is covered by the WIC benefit in this month,Programs,ER25,Receipt of WIC (ISS Code 25),General Income,
,RWIC_CONTFLG,Recode variable indicating the continuation status of spells with EWIC_EMONTH = 12,Programs,*** NO MATCH AVAILABLE ***,,,
1,ERACE,What race(s) does ... consider herself/himself to be?,Demographics,ERACE,The race(s) the respondent is,Demographic,1
1,TRACE,What race(s) does ... consider herself/himself to be? (detailed categories) Multi-race individuals are included in ERACE as well as TRACE.,Demographics,ERACE,The race(s) the respondent is,Demographic,1
1,ESEX,Sex of this person,Demographics,ESEX,Sex of this person,Demographic,1
1,ECERT,"Has...earned an educational certificate at a college, university, community college, or trade school?",Education Enrollment,ICERT,Ever earned this type of certificate,Certifications and Certificates,1
1,RFRELU18,Number of persons in family under 18 years,Demographics,RFNKIDS,Total number of children under 18 in family,Family,1
,RWKSPERM,Number of weeks in the month,Labor Force,RWKSPERM,Number of weeks in this month,Labor Force,
,RWORKS,Child only does schoolwork when forced,Adult and Child Well Being,*** NO MATCH AVAILABLE ***,,,
,SHHADID,Household address ID. Used to differentiate households  spawned from an original sample household.,ID Variables,*** NO MATCH AVAILABLE ***,,,
1,TMWKHRS,Average number of hours worked per week at all jobs held during the reference month.,Labor Force,RMHRSWK,Usual hours worked per week recode in month,Labor Force,1
1,RWKESR1,Employment status recode for week 1,Labor Force,RWKESR1,Employment Status Recode for Week 1,Labor Force,1
1,RWKESR2,Employment status recode for week 2,Labor Force,RWKESR2,Employment Status Recode for Week 2,Labor Force,1
1,RWKESR3,Employment status recode for week 3,Labor Force,RWKESR3,Employment Status Recode for Week 3,Labor Force,1
,TAGE_EHC,Monthly age during the reference year.,Demographics,*** NO MATCH AVAILABLE ***,,,
,TAGE_FB,Age at first birth,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TALIAMT,Amount of alimony  payments received in each month of reference period.,Programs,T29AMT,Amount of alimony payments (ISS Code 29),General Income,
,TAMOUNTPAID,How much child support did ... pay?,Programs,TSUPAMPD,Amount paid in past year,Support for Nonhousehold Members,
,TANNINC,Amount of income received from annuities during the reference period.,Assets,*** NO MATCH AVAILABLE ***,,,
,TANNINC_MED,Median of topcoded values for TANNINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TANNINC_STD,Standard deviation of topcoded values for TANNINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TANNUAL_MED,Median of topcoded values for TJB(1-7)_ANNSAL(1-3) (by demographic group),Labor Force,*** NO MATCH AVAILABLE ***,,,
,TANNUAL_STD,Standard deviation of topcoded values for TJB(1-7)_ANNSAL(1-3) (by demographic group),Labor Force,*** NO MATCH AVAILABLE ***,,,
,TANNVAL,Value of equity in annuities as of the last day of the reference period.,Assets,*** NO MATCH AVAILABLE ***,,,
,TANNVAL_MED,Median of topcoded values for TANNVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TANNVAL_STD,Standard deviation of topcoded values for TANNVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TBDADDOB_Y,In what year was ... father born?,Parents' Natality and Mortality,*** NO MATCH AVAILABLE ***,,,
,TBDADDOD_Y,In what year did ... father die?,Parents' Natality and Mortality,*** NO MATCH AVAILABLE ***,,,
,TBIODADNAT,Recode of biological father's country of birth,Parents' Natality and Mortality,*** NO MATCH AVAILABLE ***,,,
,TBIOMOMNAT,Recode of Biological Mother's Country of Birth,Parents' Natality and Mortality,*** NO MATCH AVAILABLE ***,,,
,TBMOMDOB_Y,In what year was ... mother born?,Parents' Natality and Mortality,*** NO MATCH AVAILABLE ***,,,
,TBMOMDOD_Y,In what year did ... mother die?,Parents' Natality and Mortality,*** NO MATCH AVAILABLE ***,,,
,TBOATDEBTVAL,"Amount owed on the boat as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",Assets,TOV1AMT,Amount owed for first other vehicle,Real Estate,
,TBOATDT_MED,Median of topcoded values for TBOATDEBTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TBOATDT_STD,Standard deviation of topcoded values for TBOATDEBTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TBOATVAL,"Value of the boat as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",Assets,TOV1VAL,1st other vehicle value,Real Estate,
,TBOATVL_MED,Median of topcoded values for TBOATVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TBOATVL_STD,Standard deviation of topcoded values for TBOATVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TBORNPLACE,Recoded Place of Birth,Demographics,TBRSTATE,State or country of birth,Migration History,
,TBSI1DEBTVAL,Amount of debt against the first business owned as an investment only as of the end of the reference period.,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSI1VAL,Value of first business owned as an investment only as of the last day of the reference period [not including debts against the business].,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSI2DEBTVAL,Amount of debt against the second business owned as an investment only as of the end of the reference period.,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSI2VAL,Value of second business owned as an investment only as of the last day of the reference period [not including debts against the business].,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSI3DEBTVAL,Suppressed,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSI3VAL,Suppressed,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSIDT_MED,Median of topcoded values for TBSI(1-3)DEBTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSIDT_STD,Standard deviation of topcoded values for TBSI(1-3)DEBTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSIVL_MED,Median of topcoded values for TBSI(1-3)VAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSIVL_STD,Standard deviation of topcoded values for TBSI(1-3)VAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSJ1DEBTVAL,Amount of debt against the first business owned as job as of the end of the reference period.,Assets,TVBDE1,The total debt owed against the first business,Value of Business,
,TBSJ1VAL,Value of first business owned as a job as of the last day of the reference period [not including debts against the business].,Assets,TVBVA1,The value of the business for the first business,Value of Business,
,TBSJ2DEBTVAL,Amount of debt against the second business owned as job as of the end of the reference period.,Assets,TVBDE2,The total debt owed against the second business,Value of Business,
,TBSJ2VAL,Value of second business owned as a job as of the last day of the reference period [not including debts against the business].,Assets,TVBVA2,The value of the business for business two,Value of Business,
,TBSJ3DEBTVAL,Amount of debt against the third business owned as job as of the end of the reference period.,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSJ3VAL,Value of third business owned as a job as of the last day of the reference period [not including debts against the business].,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSJ4DEBTVAL,Amount of debt against the fourth business owned as job as of the end of the reference period.,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSJ4VAL,Value of fourth business owned as a job as of the last day of the reference period [not including debts against the business].,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSJ5DEBTVAL,Amount of debt against the fifth business owned as job as of the end of the reference period.,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSJ5VAL,Value of fifth business owned as a job as of the last day of the reference period [not including debts against the business].,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSJ6DEBTVAL,Suppressed,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSJ6VAL,Suppressed,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSJ7DEBTVAL,Suppressed,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSJ7VAL,Suppressed,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSJDT_MED,Median of topcoded values for TBSJ(1-7)DEBTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSJDT_STD,Standard deviation of topcoded values for TBSJ(1-7)DEBTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TBSJVL_MED,Median of topcoded values for TBSJ(1-7)VAL (by demographic group),Assets,*** NO MATCH AVAILABLE ***,,,
,TBSJVL_STD,Standard deviation of topcoded values for TBSJ(1-7)VAL (by demographic group),Assets,*** NO MATCH AVAILABLE ***,,,
,TBWKLY_MED,Median of topcoded values for TJB(1-7)_BWKLY(1-3) (by demographic group),Labor Force,*** NO MATCH AVAILABLE ***,,,
,TBWKLY_STD,Standard deviation of topcoded values for TJB(1-7)_BWKLY(1-3) (by demographic group),Labor Force,*** NO MATCH AVAILABLE ***,,,
,TBXAMT_MED,Median of topcoded values for TJB(1-7)_BXAMT,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TBXAMT_STD,Standard deviation of topcoded values for TJB(1-7)_BXAMT,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TCBYR_1,Birth year of child,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_10,Suppressed,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_11,Suppressed,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_12,Suppressed,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_13,Suppressed,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_14,Suppressed,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_15,Suppressed,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_16,Suppressed,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_17,Suppressed,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_18,Suppressed,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_19,Suppressed,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_2,Birth year of child,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_20,Suppressed,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_3,Birth year of child,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_4,Birth year of child,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_5,Birth year of child,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_6,Birth year of child,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_7,Birth year of child,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_8,Suppressed,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCBYR_9,Suppressed,Fertility History,*** NO MATCH AVAILABLE ***,,,
,TCEB,Children ever born/fathered,Fertility History,TFRCHL,Fertility History Topical Module Variables,Fertility History,
,TCEB,Fertility History,Fertility History,TMOMCHL,Number of children resp. has ever given birth to,,
